"","Well","Adjusted_Absorbance","Cell_Type","Dilution"
"2408","A8",-5185.5,"Healthy",15625
"2409","A9",-5809.5,"Healthy",7812.5
"2410","A10",-8593.5,"Healthy",3906.25
"2411","B1",27150.5,"Healthy",2e+06
"2412","B2",36487.5,"Healthy",1e+06
"2413","B3",17598.5,"Healthy",5e+05
"2414","B4",7454.5,"Healthy",250000
"2415","B5",1249.5,"Healthy",125000
"2416","B6",-1377.5,"Healthy",62500
"2417","B7",-3831.5,"Healthy",31250
"2418","B8",-5118.5,"Healthy",15625
"2419","B9",-5753.5,"Healthy",7812.5
"2420","B10",-6545.5,"Healthy",3906.25
"2421","C1",30492.5,"Healthy",2e+06
"2422","C2",24886.5,"Healthy",1e+06
"2423","C3",14554.5,"Healthy",5e+05
"2424","C4",6449.5,"Healthy",250000
"2425","C5",2357.5,"Healthy",125000
"2426","C6",-2961.5,"Healthy",62500
"2427","C7",-3934.5,"Healthy",31250
"2428","C8",-6356.5,"Healthy",15625
"2429","C9",-5973.5,"Healthy",7812.5
"2430","C10",-6464.5,"Healthy",3906.25
"2431","D1",16725.5,"Diseased",2e+06
"2432","D2",18325.5,"Diseased",1e+06
"2433","D3",10995.5,"Diseased",5e+05
"2434","D4",2003.5,"Diseased",250000
"2435","D5",-2390.5,"Diseased",125000
"2436","D6",-4019.5,"Diseased",62500
"2437","D7",-7895.5,"Diseased",31250
"2438","D8",-7422.5,"Diseased",15625
"2439","D9",-10664.5,"Diseased",7812.5
"2440","D10",-9703.5,"Diseased",3906.25
"2441","E1",25258.5,"Diseased",2e+06
"2442","E2",11577.5,"Diseased",1e+06
"2443","E3",8624.5,"Diseased",5e+05
"2444","E4",909.5,"Diseased",250000
"2445","E5",-1092.5,"Diseased",125000
"2446","E6",-7947.5,"Diseased",62500
"2447","E7",-5471.5,"Diseased",31250
"2448","E8",-9649.5,"Diseased",15625
"2449","E9",-10281.5,"Diseased",7812.5
"2450","E10",-11190.5,"Diseased",3906.25
"2451","F1",32080.5,"Diseased",2e+06
"2452","F2",29575.5,"Diseased",1e+06
"2453","F3",9304.5,"Diseased",5e+05
"2454","F4",3351.5,"Diseased",250000
"2455","F5",-3932.5,"Diseased",125000
"2456","F6",-4155.5,"Diseased",62500
"2457","F7",-6592.5,"Diseased",31250
"2458","F8",-10243.5,"Diseased",15625
"2459","F9",-9910.5,"Diseased",7812.5
"2460","F10",-9450.5,"Diseased",3906.25
"2461","A1",112600.083333333,"Healthy",2e+06
"2462","A2",114308.083333333,"Healthy",1e+06
"2463","A3",68361.0833333333,"Healthy",5e+05
"2464","A4",54048.0833333333,"Healthy",250000
"2465","A5",34332.0833333333,"Healthy",125000
"2466","A6",26976.0833333333,"Healthy",62500
"2467","A7",20051.0833333333,"Healthy",31250
"2468","A8",17743.0833333333,"Healthy",15625
"2469","A9",17512.0833333333,"Healthy",7812.5
"2470","A10",13332.0833333333,"Healthy",3906.25
"2471","B1",158456.083333333,"Healthy",2e+06
"2472","B2",96335.0833333333,"Healthy",1e+06
"2473","B3",78754.0833333333,"Healthy",5e+05
"2474","B4",49325.0833333333,"Healthy",250000
"2475","B5",34328.0833333333,"Healthy",125000
"2476","B6",26601.0833333333,"Healthy",62500
"2477","B7",20067.0833333333,"Healthy",31250
"2478","B8",16819.0833333333,"Healthy",15625
"2479","B9",14551.0833333333,"Healthy",7812.5
"2480","B10",14914.0833333333,"Healthy",3906.25
"2481","C1",96595.0833333333,"Healthy",2e+06
"2482","C2",92684.0833333333,"Healthy",1e+06
"2483","C3",71468.0833333333,"Healthy",5e+05
"2484","C4",49002.0833333333,"Healthy",250000
"2485","C5",34197.0833333333,"Healthy",125000
"2486","C6",23408.0833333333,"Healthy",62500
"2487","C7",20697.0833333333,"Healthy",31250
"2488","C8",16056.0833333333,"Healthy",15625
"2489","C9",13810.0833333333,"Healthy",7812.5
"2490","C10",13910.0833333333,"Healthy",3906.25
"2491","D1",111633.083333333,"Diseased",2e+06
"2492","D2",81778.0833333333,"Diseased",1e+06
"2493","D3",54180.0833333333,"Diseased",5e+05
"2494","D4",33128.0833333333,"Diseased",250000
"2495","D5",25504.0833333333,"Diseased",125000
"2496","D6",10074.0833333333,"Diseased",62500
"2497","D7",13223.0833333333,"Diseased",31250
"2498","D8",7739.08333333333,"Diseased",15625
"2499","D9",10779.0833333333,"Diseased",7812.5
"2500","D10",8187.08333333333,"Diseased",3906.25
"2501","E1",101227.083333333,"Diseased",2e+06
"2502","E2",68669.0833333333,"Diseased",1e+06
"2503","E3",42934.0833333333,"Diseased",5e+05
"2504","E4",32144.0833333333,"Diseased",250000
"2505","E5",18391.0833333333,"Diseased",125000
"2506","E6",10660.0833333333,"Diseased",62500
"2507","E7",8742.08333333333,"Diseased",31250
"2508","E8",4683.08333333333,"Diseased",15625
"2509","E9",8134.08333333333,"Diseased",7812.5
"2510","E10",3332.08333333333,"Diseased",3906.25
"2511","F1",113312.083333333,"Diseased",2e+06
"2512","F2",60572.0833333333,"Diseased",1e+06
"2513","F3",50362.0833333333,"Diseased",5e+05
"2514","F4",34456.0833333333,"Diseased",250000
"2515","F5",20807.0833333333,"Diseased",125000
"2516","F6",12878.0833333333,"Diseased",62500
"2517","F7",9039.08333333333,"Diseased",31250
"2518","F8",10218.0833333333,"Diseased",15625
"2519","F9",5993.08333333333,"Diseased",7812.5
"2520","F10",7124.08333333333,"Diseased",3906.25
"2521","A1",60939.9166666667,"Healthy",2e+06
"2522","A2",56521.9166666667,"Healthy",1e+06
"2523","A3",31100.9166666667,"Healthy",5e+05
"2524","A4",27855.9166666667,"Healthy",250000
"2525","A5",15475.9166666667,"Healthy",125000
"2526","A6",7832.91666666667,"Healthy",62500
"2527","A7",4753.91666666667,"Healthy",31250
"2528","A8",3815.91666666667,"Healthy",15625
"2529","A9",3919.91666666667,"Healthy",7812.5
"2530","A10",1859.91666666667,"Healthy",3906.25
"2531","B1",58114.9166666667,"Healthy",2e+06
"2532","B2",55125.9166666667,"Healthy",1e+06
"2533","B3",31310.9166666667,"Healthy",5e+05
"2534","B4",20387.9166666667,"Healthy",250000
"2535","B5",13935.9166666667,"Healthy",125000
"2536","B6",8443.91666666667,"Healthy",62500
"2537","B7",4695.91666666667,"Healthy",31250
"2538","B8",1512.91666666667,"Healthy",15625
"2539","B9",2820.91666666667,"Healthy",7812.5
"2540","B10",748.916666666668,"Healthy",3906.25
"2541","C1",54816.9166666667,"Healthy",2e+06
"2542","C2",43146.9166666667,"Healthy",1e+06
"2543","C3",27431.9166666667,"Healthy",5e+05
"2544","C4",17820.9166666667,"Healthy",250000
"2545","C5",10160.9166666667,"Healthy",125000
"2546","C6",7705.91666666667,"Healthy",62500
"2547","C7",4639.91666666667,"Healthy",31250
"2548","C8",1598.91666666667,"Healthy",15625
"2549","C9",2411.91666666667,"Healthy",7812.5
"2550","C10",1799.91666666667,"Healthy",3906.25
"2551","D1",49491.9166666667,"Diseased",2e+06
"2552","D2",25207.9166666667,"Diseased",1e+06
"2553","D3",23534.9166666667,"Diseased",5e+05
"2554","D4",17387.9166666667,"Diseased",250000
"2555","D5",9623.91666666667,"Diseased",125000
"2556","D6",6668.91666666667,"Diseased",62500
"2557","D7",-3226.08333333333,"Diseased",31250
"2558","D8",2119.91666666667,"Diseased",15625
"2559","D9",-1658.08333333333,"Diseased",7812.5
"2560","D10",-1539.08333333333,"Diseased",3906.25
"2561","E1",41981.9166666667,"Diseased",2e+06
"2562","E2",38058.9166666667,"Diseased",1e+06
"2563","E3",14199.9166666667,"Diseased",5e+05
"2564","E4",14404.9166666667,"Diseased",250000
"2565","E5",11519.9166666667,"Diseased",125000
"2566","E6",5965.91666666667,"Diseased",62500
"2567","E7",1686.91666666667,"Diseased",31250
"2568","E8",-792.083333333332,"Diseased",15625
"2569","E9",-382.083333333332,"Diseased",7812.5
"2570","E10",-6799.08333333333,"Diseased",3906.25
"2571","F1",57606.9166666667,"Diseased",2e+06
"2572","F2",31455.9166666667,"Diseased",1e+06
"2573","F3",19511.9166666667,"Diseased",5e+05
"2574","F4",21715.9166666667,"Diseased",250000
"2575","F5",12653.9166666667,"Diseased",125000
"2576","F6",1736.91666666667,"Diseased",62500
"2577","F7",-3603.08333333333,"Diseased",31250
"2578","F8",1621.91666666667,"Diseased",15625
"2579","F9",-4369.08333333333,"Diseased",7812.5
"2580","F10",-4678.08333333333,"Diseased",3906.25
"2581","A1",54719.3333333333,"Healthy",2e+06
"2582","A2",47054.3333333333,"Healthy",1e+06
"2583","A3",48829.3333333333,"Healthy",5e+05
"2584","A4",-9988.66666666667,"Healthy",250000
"2585","A5",20189.3333333333,"Healthy",125000
"2586","A6",12694.3333333333,"Healthy",62500
"2587","A7",7369.33333333333,"Healthy",31250
"2588","A8",4265.33333333333,"Healthy",15625
"2589","A9",4385.33333333333,"Healthy",7812.5
"2590","A10",1865.33333333333,"Healthy",3906.25
"2591","B1",42289.3333333333,"Healthy",2e+06
"2592","B2",33012.3333333333,"Healthy",1e+06
"2593","B3",30138.3333333333,"Healthy",5e+05
"2594","B4",-10066.6666666667,"Healthy",250000
"2595","B5",10558.3333333333,"Healthy",125000
"2596","B6",6774.33333333333,"Healthy",62500
"2597","B7",3597.33333333333,"Healthy",31250
"2598","B8",2078.33333333333,"Healthy",15625
"2599","B9",1241.33333333333,"Healthy",7812.5
"2600","B10",698.333333333334,"Healthy",3906.25
"2601","C1",43663.3333333333,"Healthy",2e+06
"2602","C2",31471.3333333333,"Healthy",1e+06
"2603","C3",31483.3333333333,"Healthy",5e+05
"2604","C4",-10133.6666666667,"Healthy",250000
"2605","C5",8517.33333333333,"Healthy",125000
"2606","C6",6442.33333333333,"Healthy",62500
"2607","C7",3010.33333333333,"Healthy",31250
"2608","C8",1678.33333333333,"Healthy",15625
"2609","C9",1410.33333333333,"Healthy",7812.5
"2610","C10",514.333333333334,"Healthy",3906.25
"2611","D1",26336.3333333333,"Diseased",2e+06
"2612","D2",23834.3333333333,"Diseased",1e+06
"2613","D3",11912.3333333333,"Diseased",5e+05
"2614","D4",-10692.6666666667,"Diseased",250000
"2615","D5",4749.33333333333,"Diseased",125000
"2616","D6",2071.33333333333,"Diseased",62500
"2617","D7",7215.33333333333,"Diseased",31250
"2618","D8",-2779.66666666667,"Diseased",15625
"2619","D9",-3749.66666666667,"Diseased",7812.5
"2620","D10",-1370.66666666667,"Diseased",3906.25
"2621","E1",33146.3333333333,"Diseased",2e+06
"2622","E2",20834.3333333333,"Diseased",1e+06
"2623","E3",-11170.6666666667,"Diseased",5e+05
"2624","E4",5856.33333333333,"Diseased",250000
"2625","E5",3740.33333333333,"Diseased",125000
"2626","E6",1139.33333333333,"Diseased",62500
"2627","E7",-1442.66666666667,"Diseased",31250
"2628","E8",-851.666666666666,"Diseased",15625
"2629","E9",-2770.66666666667,"Diseased",7812.5
"2630","E10",-3308.66666666667,"Diseased",3906.25
"2631","F1",39372.3333333333,"Diseased",2e+06
"2632","F2",29115.3333333333,"Diseased",1e+06
"2633","F3",-11221.6666666667,"Diseased",5e+05
"2634","F4",7860.33333333333,"Diseased",250000
"2635","F5",3385.33333333333,"Diseased",125000
"2636","F6",-56.6666666666661,"Diseased",62500
"2637","F7",-704.666666666666,"Diseased",31250
"2638","F8",-2472.66666666667,"Diseased",15625
"2639","F9",-1444.66666666667,"Diseased",7812.5
"2640","F10",-3364.66666666667,"Diseased",3906.25
"2641","A1",131397.5,"Healthy",2e+06
"2642","A2",109171.5,"Healthy",1e+06
"2643","A3",94266.5,"Healthy",5e+05
"2644","A4",80131.5,"Healthy",250000
"2645","A5",52843.5,"Healthy",125000
"2646","A6",34860.5,"Healthy",62500
"2647","A7",28435.5,"Healthy",31250
"2648","A8",21486.5,"Healthy",15625
"2649","A9",21422.5,"Healthy",7812.5
"2650","A10",17276.5,"Healthy",3906.25
"2651","B1",146062.5,"Healthy",2e+06
"2652","B2",97405.5,"Healthy",1e+06
"2653","B3",82720.5,"Healthy",5e+05
"2654","B4",61923.5,"Healthy",250000
"2655","B5",47490.5,"Healthy",125000
"2656","B6",38739.5,"Healthy",62500
"2657","B7",25850.5,"Healthy",31250
"2658","B8",19110.5,"Healthy",15625
"2659","B9",18044.5,"Healthy",7812.5
"2660","B10",15780.5,"Healthy",3906.25
"2661","C1",125375.5,"Healthy",2e+06
"2662","C2",89770.5,"Healthy",1e+06
"2663","C3",82773.5,"Healthy",5e+05
"2664","C4",53896.5,"Healthy",250000
"2665","C5",43141.5,"Healthy",125000
"2666","C6",31276.5,"Healthy",62500
"2667","C7",26711.5,"Healthy",31250
"2668","C8",17804.5,"Healthy",15625
"2669","C9",16181.5,"Healthy",7812.5
"2670","C10",15275.5,"Healthy",3906.25
"2671","D1",87971.5,"Diseased",2e+06
"2672","D2",76442.5,"Diseased",1e+06
"2673","D3",52883.5,"Diseased",5e+05
"2674","D4",45345.5,"Diseased",250000
"2675","D5",31662.5,"Diseased",125000
"2676","D6",16359.5,"Diseased",62500
"2677","D7",13079.5,"Diseased",31250
"2678","D8",3930.5,"Diseased",15625
"2679","D9",5872.5,"Diseased",7812.5
"2680","D10",6091.5,"Diseased",3906.25
"2681","E1",80467.5,"Diseased",2e+06
"2682","E2",63261.5,"Diseased",1e+06
"2683","E3",43233.5,"Diseased",5e+05
"2684","E4",42641.5,"Diseased",250000
"2685","E5",32102.5,"Diseased",125000
"2686","E6",17444.5,"Diseased",62500
"2687","E7",16987.5,"Diseased",31250
"2688","E8",12847.5,"Diseased",15625
"2689","E9",7236.5,"Diseased",7812.5
"2690","E10",6380.5,"Diseased",3906.25
"2691","F1",77098.5,"Diseased",2e+06
"2692","F2",77698.5,"Diseased",1e+06
"2693","F3",66154.5,"Diseased",5e+05
"2694","F4",39043.5,"Diseased",250000
"2695","F5",32796.5,"Diseased",125000
"2696","F6",18840.5,"Diseased",62500
"2697","F7",11687.5,"Diseased",31250
"2698","F8",8460.5,"Diseased",15625
"2699","F9",9146.5,"Diseased",7812.5
"2700","F10",2910.5,"Diseased",3906.25
"2701","A1",76110.9166666667,"Healthy",2e+06
"2702","A2",47613.9166666667,"Healthy",1e+06
"2703","A3",45258.9166666667,"Healthy",5e+05
"2704","A4",36520.9166666667,"Healthy",250000
"2705","A5",22156.9166666667,"Healthy",125000
"2706","A6",-18944.0833333333,"Healthy",62500
"2707","A7",3141.91666666667,"Healthy",31250
"2708","A8",-1453.08333333333,"Healthy",15625
"2709","A9",-1584.08333333333,"Healthy",7812.5
"2710","A10",-3038.08333333333,"Healthy",3906.25
"2711","B1",63116.9166666667,"Healthy",2e+06
"2712","B2",41655.9166666667,"Healthy",1e+06
"2713","B3",58255.9166666667,"Healthy",5e+05
"2714","B4",17685.9166666667,"Healthy",250000
"2715","B5",-18757.0833333333,"Healthy",125000
"2716","B6",13397.9166666667,"Healthy",62500
"2717","B7",-280.083333333332,"Healthy",31250
"2718","B8",-3510.08333333333,"Healthy",15625
"2719","B9",-3052.08333333333,"Healthy",7812.5
"2720","B10",-5406.08333333333,"Healthy",3906.25
"2721","C1",92871.9166666667,"Healthy",2e+06
"2722","C2",49413.9166666667,"Healthy",1e+06
"2723","C3",33592.9166666667,"Healthy",5e+05
"2724","C4",52636.9166666667,"Healthy",250000
"2725","C5",-19093.0833333333,"Healthy",125000
"2726","C6",3653.91666666667,"Healthy",62500
"2727","C7",-799.083333333332,"Healthy",31250
"2728","C8",-3522.08333333333,"Healthy",15625
"2729","C9",-3371.08333333333,"Healthy",7812.5
"2730","C10",-4018.08333333333,"Healthy",3906.25
"2731","D1",56619.9166666667,"Diseased",2e+06
"2732","D2",33245.9166666667,"Diseased",1e+06
"2733","D3",15557.9166666667,"Diseased",5e+05
"2734","D4",36607.9166666667,"Diseased",250000
"2735","D5",-19406.0833333333,"Diseased",125000
"2736","D6",-1934.08333333333,"Diseased",62500
"2737","D7",-6517.08333333333,"Diseased",31250
"2738","D8",-7108.08333333333,"Diseased",15625
"2739","D9",-10232.0833333333,"Diseased",7812.5
"2740","D10",-7509.08333333333,"Diseased",3906.25
"2741","E1",64452.9166666667,"Diseased",2e+06
"2742","E2",71497.9166666667,"Diseased",1e+06
"2743","E3",16934.9166666667,"Diseased",5e+05
"2744","E4",5261.91666666667,"Diseased",250000
"2745","E5",-20492.0833333333,"Diseased",125000
"2746","E6",-5617.08333333333,"Diseased",62500
"2747","E7",-4077.08333333333,"Diseased",31250
"2748","E8",-8413.08333333333,"Diseased",15625
"2749","E9",-7495.08333333333,"Diseased",7812.5
"2750","E10",-9837.08333333333,"Diseased",3906.25
"2751","F1",62180.9166666667,"Diseased",2e+06
"2752","F2",39638.9166666667,"Diseased",1e+06
"2753","F3",18323.9166666667,"Diseased",5e+05
"2754","F4",16484.9166666667,"Diseased",250000
"2755","F5",-19728.0833333333,"Diseased",125000
"2756","F6",3690.91666666667,"Diseased",62500
"2757","F7",-3759.08333333333,"Diseased",31250
"2758","F8",-5551.08333333333,"Diseased",15625
"2759","F9",-7067.08333333333,"Diseased",7812.5
"2760","F10",-7460.08333333333,"Diseased",3906.25
